fores,1.57186698914
fores,1.46840906143
fores,1.4718580246
fores,1.53268098831
fores,1.4927649498
fores,1.47782206535
fores,1.53809094429
fores,1.53990888596
fores,1.52841305733
fores,1.55515289307
fores,1.49205994606
fores,1.48425388336
fores,1.53443908691
fores,1.56555891037
fores,1.49247312546
fores,1.46714901924
fores,1.53534698486
fores,1.50172996521
fores,1.53232121468
fores,1.47054600716
fores,1.5306520462
fores,1.46580290794
fores,1.48898005486
fores,1.46396994591
fores,1.59593296051
fores,1.52628397942
fores,1.46775913239
fores,1.60746502876
fores,1.52403998375
fores,1.54170489311
fores,1.5893881321
fores,1.47739911079
fores,1.50584602356
fores,1.46479701996
fores,1.5343401432
fores,1.49609017372
fores,1.46026206017
fores,1.46066403389
fores,1.5357298851
fores,1.58015799522
fores,1844.46458006
fores,1938.88528204
fores,1333.46693587
